1,Одноклеточные,,,,,,,,Растения,,,,,,,,Грибы,,,,,,,,Членистоногие,,,,,,,,Моллюски,,,,,,,,Черви,,,,,,,,Рыбы,,,,,,,,Рептилии,,,,,,,,Птицы,,,,,,,,Млекопитающие,,,,,,,
Индекс планеты,Нуклеид,СО 1,СО 2,СО 3,СО 4,СО 5,Сила болезни,Болезнь,Нуклеид,СО 1,СО 2,СО 3,СО 4,СО 5,Сила болезни,Болезнь,Нуклеид,СО 1,СО 2,СО 3,СО 4,СО 5,Сила болезни,Болезнь,Нуклеид,СО 1,СО 2,СО 3,СО 4,СО 5,Сила болезни,Болезнь,Нуклеид,СО 1,СО 2,СО 3,СО 4,СО 5,Сила болезни,Болезнь,Нуклеид,СО 1,СО 2,СО 3,СО 4,СО 5,Сила болезни,Болезнь,Нуклеид,СО 1,СО 2,СО 3,СО 4,СО 5,Сила болезни,Болезнь,Нуклеид,СО 1,СО 2,СО 3,СО 4,СО 5,Сила болезни,Болезнь,Нуклеид,СО 1,СО 2,СО 3,СО 4,СО 5,Сила болезни,Болезнь,Нуклеид,СО 1,СО 2,СО 3,СО 4,СО 5,Сила болезни,Болезнь
JJ6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SA4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 -6 8 0 0 0 -3,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 -7 5 0 0 0 -2,0 0 0 -2 -3 -1 -1,-,-,2 -6 0 0 2 -3 -3,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 -4 0 -1 1 -4 -2,4 -5 0 -1 4 -4 -4,-,-,-,-,-,-,-,-,-,-,2 0 8 0 2 -3 -3,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,3 0 7 -1 3 -5 -4,0 0 7 2 1 -2 -2,-,-,-,-,-,-,-,-,-,-,2 -6 8 0 2 -3 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 -7 9 2 1 -2 0,4 -4 7 1 4 -4 0,-,-,2 -6 8 0 2 -3 -3,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 -5 9 1 1 -4 -2,0 -8 6 1 3 -5 -5,-,-
KC2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SK3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7 5 6 0 0 0 -1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,6 4 3 0 0 0 0,0 0 0 -2 -3 -1 -1,-,-,7 5 0 -1 -2 0 -1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,6 7 0 -2 -3 -1 0,9 6 0 -2 0 -1 -2,-,-,-,-,-,-,-,-,-,-,7 0 6 -1 -2 0 -1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,8 0 5 -2 -1 -2 -2,5 0 5 1 -3 1 0,-,-,7 5 6 0 -2 0 -1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,5 6 7 0 -1 1 -2,8 4 5 0 -3 -1 0,-,-,7 5 6 -1 -2 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,6 4 7 1 -3 1 0,9 7 5 0 0 -1 0,-,-,-,-,-,-,-,-,-,-
YV3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OP9,0 0 4 -2 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 3 -3 0 0 -1,0 0 2 -4 0 0 -2,96,0 -1 0 -2 0 0 0,0 0 0 -2 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 -3 -1 0 -1,0 0 0 -4 -4 0 0,140,0 -1 4 0 0 0 0,0 0 0 -2 0 -2 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 -3 -1 -3 -1,0 0 0 -4 -3 -3 -1,160,1 0 0 0 0 -2 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1 -1 4 0 0 -2 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,-1 0 5 0 1 -1 -1,2 -2 3 0 -1 -3 1,176,0 -1 4 0 0 0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PC3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RN9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WS8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
XO6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 0 0 -6 -3 -5 -6,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 -7 -4 -6 -7,0 0 0 -8 -6 -6 -7,-,-,7 0 11 0 0 0 -6,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,6 -1 8 0 0 0 -5,0 0 0 -2 -3 -1 -1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7 0 11 0 -3 -5 -6,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,5 1 12 0 -2 -4 -7,8 -1 10 0 -4 -6 -5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EN2,0 0 -7 -5 0 0 1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 -8 -6 0 0 0,0 0 -9 -7 0 0 -1,144,0 2 0 -5 0 0 1,0 0 0 -5 4 0 1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 -6 3 0 0,0 0 0 -7 0 0 1,210,0 2 -7 0 4 0 0,0 0 0 -5 4 1 1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 -6 3 0 0,0 0 0 -7 1 0 0,240,8 0 0 0 4 1 0,-,-,-,-,-,-,-,-,8 2 0 -5 4 1 1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,7 4 0 -6 3 0 2,10 3 0 -6 6 0 0,210,0 2 -7 0 4 0 0,8 0 0 0 0 0 1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,7 0 0 0 0 0 2,9 0 0 0 0 0 0,228,8 0 0 0 4 1 0,8 0 -7 -5 4 1 1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,9 0 -8 -6 5 -1 0,6 0 -8 -3 3 2 2,270,8 0 0 0 4 1 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ES5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LI3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6 1 0 0 0 0 2,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,5 0 -3 0 0 0 3,0 0 0 -2 -3 -1 -1,-,-,6 1 0 2 -4 -2 2,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,5 3 0 1 -5 -3 3,8 2 0 1 -2 -3 1,-,-,-,-,-,-,-,-,-,-,6 0 0 2 -4 -2 2,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,7 0 -1 1 -3 -4 1,4 0 -1 4 -5 -1 3,-,-,-,-,-,-,-,-,-,-,6 1 0 2 -4 -2 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,5 0 1 4 -5 -1 0,8 3 -1 3 -2 -3 0,-,-,-,-,-,-,-,-,-,-
ZS3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DE6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JN1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JT9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UC3,0 0 5 -2 0 0 -1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 4 -3 0 0 -2,0 0 3 -4 0 0 -3,-,-,0 0 0 -2 0 0 -1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 -3 -1 0 -2,0 0 0 -4 -4 0 -1,-,-,-,-,-,-,-,-,-,-,0 -2 5 0 0 0 -1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,-1 -3 2 0 0 0 0,0 0 0 -2 -3 -1 -1,-,-,0 -2 0 -2 0 -2 -1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,-1 0 0 -3 -1 -3 0,2 -1 0 -3 2 -3 -2,-,-,-,-,-,-,-,-,-,-,0 0 5 -2 0 -2 -1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 0 4 -3 1 -4 -2,-2 0 4 0 -1 -1 0,-,-,0 -2 5 0 0 -2 -1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,-2 -1 6 0 1 -1 -2,1 -3 4 0 -1 -3 0,-,-,0 -2 5 -2 0 -2 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,-1 -3 6 0 -1 -1 0,2 0 4 -1 2 -3 0,-,-,-,-,-,-,-,-,-,-
QM4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UH9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4 2 -1 -1 -2 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,3 3 0 0 -3 -1 1,2 0 -3 0 -1 -2 -2,-,-
WU9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AA6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GD5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NK8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AU9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
QB6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WB9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WU1,0 0 4 -3 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 3 -4 0 0 -1,0 0 2 -5 0 0 -2,96,0 -3 0 -3 0 0 0,0 0 0 -3 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 -4 -1 0 -1,0 0 0 -5 -4 0 0,140,0 -3 4 0 0 0 0,0 0 0 -3 0 -2 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 -4 -1 -3 -1,0 0 0 -5 -3 -3 -1,160,2 0 0 0 0 -2 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 -3 4 0 0 -2 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 -2 5 0 1 -1 -1,3 -4 3 0 -1 -3 1,176,0 -3 4 0 0 0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EQ0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KX3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TA1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CY5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
QS9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CU2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DR0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OR7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NL8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UJ8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LA9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PB6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 0 0 -2 -4 -5 -3,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 -3 -5 -6 -4,0 0 0 -4 -7 -6 -4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HZ8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JQ3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UT7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
XZ4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BC5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EK2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PC5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 0 0 -4 1 0 2,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 -5 0 -1 1,0 0 0 -6 -2 -1 1,240,2 0 0 0 1 0 0,-,-,-,-,-,-,-,-,2 -4 0 -4 1 0 2,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 -2 0 -5 0 -1 3,4 -3 0 -5 3 -1 1,210,0 -4 -3 0 1 0 0,-,-,-,-,-,-,-,-,2 0 -3 -4 1 0 2,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,3 0 -4 -5 2 -2 1,0 0 -4 -2 0 1 3,270,2 0 0 0 1 0 0,2 -4 -3 0 1 0 2,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 -3 -2 0 2 1 1,3 -5 -4 0 0 -1 3,264,0 -4 -3 0 1 0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WI2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RH5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UZ2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UW7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WC5,0 0 6 -5 0 0 -2,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 5 -6 0 0 -3,0 0 4 -7 0 0 -4,168,0 2 0 -5 0 0 -2,0 0 0 -5 3 0 -2,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 -6 2 0 -3,0 0 0 -7 -1 0 -2,245,0 2 6 0 3 0 0,-,-,-,-,-,-,-,-,8 2 6 0 0 0 -2,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,7 1 3 0 0 0 -1,0 0 0 -2 -3 -1 -1,231,0 2 0 -5 0 0 -2,-,-,-,-,-,-,-,-,8 0 0 0 0 0 -2,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,7 0 0 0 0 0 -1,9 0 0 0 0 0 -3,266,8 0 0 0 3 2 0,-,-,-,-,-,-,-,-,8 2 6 0 3 2 -2,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,6 3 7 0 4 3 -3,9 1 5 0 2 1 -1,308,0 2 6 0 3 0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
